,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Alabama,0.0,7.83462294255927,8.179304511852848,6.798819649466541,7.356870910647543,8.420550823308409,15.142020802936527,7.992899760102154,12.022739119029419,8.092093640892907,10.122502610765144,10.913723897381427,6.872426905652665,8.243846416882763,7.726030879374593,9.668201637486948,16.006340438719445,9.083556717360434,11.718134985604767,10.270824355476742,7.649038456671387,12.342319682063657,11.697273716493621,9.266786044860128,6.636651436711041,7.3894007988084045,8.793032764157244,8.283001583826463,6.128524987531756,9.535723111555232,12.970181781755965,7.867742459061028,14.472299358848588,9.954131040763558,12.302519735890074,9.558796454459642,8.536981593640977,6.3910819418971485,8.471094127663582,8.72036804884187,7.411779626491106,10.31535513780783,9.499934090125603,9.321745515014412,8.856883315812626,11.10328386161832,7.355199481824471,11.103474431469303,7.255549883406813,9.082201453047833,10.808479862798121
Alaska,7.83462294255927,0.0,9.725315406019986,9.024984815761162,8.327533266517483,5.957144276099532,14.115545697800862,8.513077920126301,12.714380580739599,10.640857420074658,12.793087280926706,16.880860091105458,7.167288607024178,7.0342635670451426,6.028494082739258,7.430878044412043,15.884885529218177,8.444907593229834,13.212988168961562,9.950950711878736,8.847149345424379,11.779712042449646,10.183530043939111,7.126747282868232,9.292011408303756,7.881483821399251,6.355855075824652,6.887796692200398,6.882847908238155,8.097544946108696,11.126854996819151,6.4892562105912415,13.955510145280119,10.870824783350871,7.143103066464212,7.454899907480587,8.844650458344397,6.252730176625258,6.2794148761193265,8.107987121186824,11.142755154087945,7.187411892746139,9.131078154174807,11.994530566277302,7.837891984836317,10.32347232389771,9.233377166175972,9.936461839348956,6.50452210367199,6.801518547136757,8.626429498555817
Arizona,8.179304511852848,9.725315406019986,0.0,8.32401342750854,7.137093153386301,9.353908008574745,13.875115268391795,7.708220371394946,11.131960317514132,7.450436949064193,10.338641780590535,15.550148447272491,8.48163098475802,9.97548702373764,8.890830093083881,10.349133641314564,15.704534173472211,8.145402442873198,11.62094717536399,9.145878481722818,8.016616392105723,11.624845757909915,12.073639221017558,11.16144831811106,7.8776918076688505,9.31051976375683,11.29237983510179,10.279513478607983,6.8044744084210045,9.100336691218198,12.84651820401302,8.353465191006448,14.09083046923207,8.51287980022602,15.810148531564213,8.56338540464762,6.847903442202771,7.503395030259223,8.917338275184546,8.695286821808475,7.27606797402945,13.443397873073403,8.192792235879965,10.92326468869415,8.085582641946017,11.23952426468992,7.212552881605719,10.45969840629603,7.164162382241095,11.849430320713454,11.575732546177
Arkansas,6.798819649466541,9.024984815761162,8.32401342750854,0.0,8.872483703575412,9.431458783316288,14.46002146112505,8.238409275264663,11.479534613063533,8.898678465624986,11.349310392638621,13.05292691993116,8.009792984944976,9.165833503160036,8.330330300311136,10.479778756789694,15.674971439824835,8.735880964886487,11.284378960905547,9.529534699722982,8.686395378563363,11.074272814445742,12.190507612713775,11.03789606799782,7.269850983455036,8.5372380372221,9.296830734551497,9.026193429050368,7.499651403069249,8.841921592782843,12.092339436852933,9.055631147433726,13.740252906640794,10.014217388608545,12.925601661907848,10.00474909536045,8.166420305059686,7.780316897804126,8.424690858911015,8.886433268407044,8.270198428211446,10.951436837381307,9.954380026787321,10.269048693244072,9.018732219990248,11.499951309506436,7.583727883356444,10.953414512353017,7.76133495843159,9.319918880768265,11.474724728071907
California,7.356870910647543,8.327533266517483,7.137093153386301,8.872483703575412,0.0,6.3367401565570125,16.039853846901472,7.067944856370242,11.8334241033545,9.23255870196345,10.915803465860407,14.247049462227622,8.408908793881794,7.76076508361071,5.36152799378311,13.058884288215104,17.420202326775346,9.204573269323538,13.418957339598087,7.8909640894025435,6.232309109543089,10.5977407079006,12.107248451957496,8.957968265886189,7.926594612598924,8.666512761940911,11.103910827663032,9.365281274172226,5.369905771035848,7.168908769550065,11.110633281804642,5.290370629955457,11.727385025837377,9.943191363912337,15.702195654985177,7.562624149137316,8.619768454788424,5.340707729378056,5.936897986214585,7.062421224725384,7.8761709828250615,13.421606136751796,9.344313046165704,10.823550972985455,8.95086575895999,11.056140358285617,5.212483836373565,12.18446630119046,4.762453738022734,11.8307775128893,11.098787017673509
Colorado,8.420550823308409,5.957144276099532,9.353908008574745,9.431458783316288,6.3367401565570125,0.0,15.093219991163332,6.63213131484861,10.261886688221093,12.533919716430711,12.931643840236715,18.201848161287817,7.524384409331231,4.215876285874613,4.0030140208565985,6.098168880779367,16.873451016708536,9.352486965477393,14.486449134377576,9.550669325311178,6.35856546371583,9.236922185875379,10.47520230555856,5.12831598770144,9.161761224462737,7.109367310822911,5.845735458120753,5.340145677924241,6.494523400729734,6.5226906549874455,7.632544106244666,4.218719391950384,10.48716206930906,11.341940531298768,5.645631891738151,7.271536137544048,9.162610951435258,5.29890521695893,4.334537799822023,6.160101890329267,11.241709840784722,6.546407046264015,9.86540625374616,12.519565091103347,8.213939444750952,10.303879309597018,8.701568005218965,11.82529475348583,5.048390841499866,5.852682673331992,8.396307617575133
Connecticut,15.142020802936527,14.115545697800862,13.875115268391795,14.46002146112505,16.039853846901472,15.093219991163332,0.0,12.93861457635319,13.12016222598175,16.746331943537093,16.30963648111889,20.656456859178036,14.041820038621314,14.98448022553991,14.979336128861005,14.397930591471082,12.886266512311133,12.419951412901307,12.97755043633913,13.051933327850412,15.037527733489668,13.791856803530454,10.997418631298467,15.21100434572471,15.77749686581709,15.95118647458966,14.628230214966424,14.018632519706683,14.629239905488927,13.143715409518325,14.423304164631212,14.758695496670914,15.55474285348734,12.40001118182506,16.554164558627086,13.475450268444968,13.81509215821656,14.504790567220834,14.686552824685483,13.532116394996857,14.38889483364871,13.839099999393286,11.962588808948711,15.107316692843545,13.302508706105627,13.088496288932669,14.689304728541886,11.09358066068665,14.869534420042207,14.446488119682604,12.317830611119808
Delaware,7.992899760102154,8.513077920126301,7.708220371394946,8.238409275264663,7.067944856370242,6.63213131484861,12.93861457635319,0.0,7.379493733476981,10.168494203386516,11.238611640331623,13.515922752516872,7.892024483093819,6.360412630268943,6.427702553820911,8.589550405812687,15.87182259571191,8.084137313412633,12.030288100076087,7.390583240188469,6.253849714070667,8.25912917438919,10.935817694422266,8.496845741670294,7.924733797326861,8.813955355590588,9.004360873385776,7.432223149060075,6.952929800923712,6.579917206594555,6.559328439013902,6.996691462424865,7.14334578812812,9.208276315749123,13.36709830031967,8.44010850334799,8.844093245497113,7.012450441129908,6.257531674264296,6.134095324540821,7.993458788510869,9.927500686783501,8.575000589860192,10.843319638548145,8.07732876897933,8.650161603307518,6.118959810498219,10.424487712272256,6.6816361401628495,9.063749005421982,9.457033058224006
District of Columbia,12.022739119029419,12.714380580739599,11.131960317514132,11.479534613063533,11.8334241033545,10.261886688221093,13.12016222598175,7.379493733476981,0.0,14.152379099654395,13.17289904880943,18.449536050994578,12.146764904901746,9.016378884411576,10.653254788753951,10.602241358114243,17.032793179608362,11.004343060760187,13.007328984142342,10.427105764416906,7.567905202094938,8.763039783951983,12.682352791032239,11.660471726875718,11.210789314858838,12.996643368082847,13.5413660685548,9.807262895333754,11.596165742858908,9.701191572175976,7.394709582356006,10.991201807132459,8.466711784146487,12.167670065918339,15.396441601542298,11.726775733138837,12.419783558833073,11.655098594458124,9.873628094297473,8.302040588309023,11.804883440918177,12.333489671291419,11.964980183353685,13.607816409926023,11.930168672620198,9.992973402184266,9.02445908416193,12.547147746436076,11.541048630995542,12.726279786365815,12.986788402886765
Florida,8.092093640892907,10.640857420074658,7.450436949064193,8.898678465624986,9.23255870196345,12.533919716430711,16.746331943537093,10.168494203386516,14.152379099654395,0.0,10.584444016350803,11.609860829491701,9.201803961665444,12.821468911913026,12.31326076994785,12.14277527809576,17.285504561337834,9.76354511221688,11.74001475926812,12.693282734077728,9.96222414780577,14.770750716430165,14.454995327400534,13.8869264378301,8.153105778466172,10.04060235305543,12.247252074078535,12.681674550962947,7.5109433170041635,13.253818482200208,16.391423580622355,11.647212331609083,17.415503227719203,9.701139907412761,16.113419768171493,12.185409189619694,9.368385555202762,9.883621011979244,12.623307093540975,12.268794010053282,7.375501965981889,15.040268373821677,9.517581684655891,9.902296396579414,10.807553315814216,13.55709246315037,9.186761866405122,11.203350145494246,10.149631712951068,13.18050025740886,14.910183600591893
Georgia,10.122502610765144,12.793087280926706,10.338641780590535,11.349310392638621,10.915803465860407,12.931643840236715,16.30963648111889,11.238611640331623,13.17289904880943,10.584444016350803,0.0,15.064438059600672,11.4261727932885,13.421474668958883,11.88878669145668,15.005077147965682,17.571931242953102,12.028481849017352,13.795566916907775,13.063448070837156,11.473770601120941,14.070174517308542,14.711546910268057,14.807844820857095,11.038173561807373,11.014384942342335,13.489324852567044,13.4424045251603,10.452085773005143,12.534187486995869,14.304881219251726,12.376465560201856,15.185850871172853,12.272236058663745,18.007816107647802,13.01360389749028,10.897569740846839,11.336295455003086,11.868298875058933,11.44495679110663,11.549855032338138,14.653839162893128,12.458842076809901,5.835407421663393,12.706621630751354,13.451131167527523,10.654690353473303,14.260598553585753,11.04381436207292,13.619108316531989,14.241661873467882
Hawaii,10.913723897381427,16.880860091105458,15.550148447272491,13.05292691993116,14.247049462227622,18.201848161287817,20.656456859178036,13.515922752516872,18.449536050994578,11.609860829491701,15.064438059600672,0.0,13.636155836671128,14.481825317515858,15.868614393984423,15.022370401106171,19.392022308534195,15.167699832723482,13.72336541822025,18.453985304428908,15.730672828950288,19.196862618794412,19.383971488907157,18.327235588690797,11.689148471868467,12.768447883523768,16.226777271691468,17.357986729932474,12.961326618878525,17.913686838610033,19.29668184498146,17.268531556704527,20.522566308188186,14.842573359368922,17.09066648496933,18.291177624204384,15.44799424736495,14.90990381508124,17.294921715299576,16.76746446198752,13.056190026637536,16.328391451729928,15.608060947786775,14.687858336757396,15.916357818727924,19.011928129124033,13.300892243624991,17.58286950165676,15.344658403641462,16.217907207837502,18.66797341864915
Idaho,6.872426905652665,7.167288607024178,8.48163098475802,8.009792984944976,8.408908793881794,7.524384409331231,14.041820038621314,7.892024483093819,12.146764904901746,9.201803961665444,11.4261727932885,13.636155836671128,0.0,7.951635866978962,6.880528457864372,7.784651234457517,15.488548712113827,8.269316202021164,11.663287115759843,9.602016730567302,8.807331337406175,11.218743571264213,10.109336447833078,8.093216141274496,7.522414985568873,7.555547261532919,6.30016378817143,7.36944403489325,6.292824801400046,8.989127706531624,11.586271531749816,7.319275987051576,14.119475874980926,9.352242580078059,8.139334977669641,7.885714149987008,7.30561840367755,6.2974556740423395,7.693326508692117,7.540913282353821,8.627479982888548,7.835753928041151,9.17093524879669,10.244433860097356,7.532854938586012,11.93451741774924,8.659760034365636,10.03627154043,6.890953679743456,7.20753653252881,8.999065945881714
Illinois,8.243846416882763,7.0342635670451426,9.97548702373764,9.165833503160036,7.76076508361071,4.215876285874613,14.98448022553991,6.360412630268943,9.016378884411576,12.821468911913026,13.421474668958883,14.481825317515858,7.951635866978962,0.0,4.016349483326317,5.902249497579784,16.812359608521003,9.252477851230882,14.384404529748187,10.740762336907354,5.561711600187709,9.170839823916037,10.56437688411876,5.553142849011081,8.931638870958306,6.597527367876137,6.526376942699408,5.27167851514707,6.814447886018286,6.801254252365936,7.943887666010534,4.476799856124827,10.943792765770358,10.911076124601214,5.943042663664128,7.756681152874946,9.295547001597729,5.596450677338946,4.647473285213673,6.291427228163183,12.073245021028393,6.513035951293175,10.018408750498988,12.55770694463136,8.100892065285226,11.466412634217278,8.288848756606091,11.92366465120561,6.284754318835795,5.895675528118159,8.893539471580686
Indiana,7.726030879374593,6.028494082739258,8.890830093083881,8.330330300311136,5.36152799378311,4.0030140208565985,14.979336128861005,6.427702553820911,10.653254788753951,12.31326076994785,11.88878669145668,15.868614393984423,6.880528457864372,4.016349483326317,0.0,6.602162360420254,16.744383130418488,8.24001477268644,13.972470775470576,8.358882670305398,5.629139202223276,9.496968365174789,10.844080919602707,6.1944195387253576,8.384107649225912,6.121984064491198,5.726903594301007,5.872623239961521,5.650219163399928,5.960128531244349,8.689490307761835,4.08131475047079,10.609705604654843,10.066329540859641,6.752659252167518,6.955819578721852,8.149817435295468,4.299222405396547,3.8807181622642553,5.92581174499917,9.232005819952137,6.255857304524969,9.631245304157849,11.253097097968976,7.300226869650738,11.084599986482264,6.202427412170145,11.341507252255791,4.444224299376839,5.8384119288911425,8.748790623996724
Iowa,9.668201637486948,7.430878044412043,10.349133641314564,10.479778756789694,13.058884288215104,6.098168880779367,14.397930591471082,8.589550405812687,10.602241358114243,12.14277527809576,15.005077147965682,15.022370401106171,7.784651234457517,5.902249497579784,6.602162360420254,0.0,15.846588553395314,9.331156649033794,13.423447501441693,14.24933332105474,8.6057491680005,12.069774605803449,10.154362577581116,6.046375397199055,9.791881032662873,7.236485900103945,6.290662064382422,6.088122273211406,7.417572311974518,10.195205019024504,11.432749976737755,6.679378985074738,15.067996723814817,12.776593684737135,5.814550190231441,9.18114137827399,9.444201430614063,7.091269807923695,7.039149583250176,7.753280438987659,14.21572238317243,6.398653293794166,10.631411734013161,13.816947969038756,8.491417199894574,12.901500035616364,11.855819873180788,11.881211162252143,9.601261141458256,5.900709943942087,8.307445410684863
Kansas,16.006340438719445,15.884885529218177,15.704534173472211,15.674971439824835,17.420202326775346,16.873451016708536,12.886266512311133,15.87182259571191,17.032793179608362,17.285504561337834,17.571931242953102,19.392022308534195,15.488548712113827,16.812359608521003,16.744383130418488,15.846588553395314,0.0,15.079075474854022,12.94551393752874,15.724988094896256,17.26733700059754,17.185817893143113,13.59221139542068,16.17178073675808,16.39380407259201,16.34331941950629,15.656001719274784,15.808076759096725,16.073684414766745,15.969095655637366,18.104635814528965,16.440639358873764,19.588619621749313,15.982955217199034,16.40872623558772,16.01272717304614,15.130143056458532,16.290934167339177,16.368240236208866,15.415552729228791,16.193873279665514,15.6621068837202,15.142521933617704,16.937350079767384,15.231793413149672,16.74039045551493,17.263830604666342,14.26691689150484,16.34760439316232,15.484241040300462,13.606553299347395
Kentucky,9.083556717360434,8.444907593229834,8.145402442873198,8.735880964886487,9.204573269323538,9.352486965477393,12.419951412901307,8.084137313412633,11.004343060760187,9.76354511221688,12.028481849017352,15.167699832723482,8.269316202021164,9.252477851230882,8.24001477268644,9.331156649033794,15.079075474854022,0.0,12.21873651077622,7.611053030823267,8.919134874979052,9.21334173652727,10.324011899023692,10.908921081564444,9.378827818369043,9.437056300817426,8.501166640453661,9.259379923022339,7.920897941991511,7.350969183523327,10.517047346634342,8.410079937824745,12.594075896381858,7.362538147872042,12.69973570614605,7.408210582476717,6.767121428801331,7.525989282187669,8.268490422706844,8.377069034163672,7.754603550353368,9.817431700166368,7.3837190744921655,11.066253660684737,6.359799220133685,8.75897807673601,8.512717438127012,8.576103304493905,7.791681489081918,9.206465506095638,10.227949261478239
Louisiana,11.718134985604767,13.212988168961562,11.62094717536399,11.284378960905547,13.418957339598087,14.486449134377576,12.97755043633913,12.030288100076087,13.007328984142342,11.74001475926812,13.795566916907775,13.72336541822025,11.663287115759843,14.384404529748187,13.972470775470576,13.423447501441693,12.94551393752874,12.21873651077622,0.0,13.474651805886001,12.725300281017448,14.447011602411617,12.671839615534385,14.592503188323699,11.76396090445423,13.392131040836718,14.11633814812283,13.857603071691772,12.00231076563654,14.051627753669463,14.852723286049853,13.666755816001448,16.14755138825757,13.046600669959869,16.35322685279299,13.853837375365352,11.540922839570463,12.95550201976908,14.02140939918808,12.505674417508455,11.900915342280296,14.691742700761287,11.83052312823492,13.168460704414798,12.564175242142008,14.900331695580647,12.473023133672392,11.026372835043686,12.905055215945735,14.393744605149621,13.73476798267267
Maine,10.270824355476742,9.950950711878736,9.145878481722818,9.529534699722982,7.8909640894025435,9.550669325311178,13.051933327850412,7.390583240188469,10.427105764416906,12.693282734077728,13.063448070837156,18.453985304428908,9.602016730567302,10.740762336907354,8.358882670305398,14.24933332105474,15.724988094896256,7.611053030823267,13.474651805886001,0.0,8.561383705191803,9.030778286315119,11.366064949583244,12.201226222053025,10.981458763965911,11.656722820581894,11.35855516849909,10.717268749265125,8.930804454071675,6.8403720687172385,9.74097013234813,8.447353490712022,10.449459689991187,8.551789848506754,17.557650770105543,8.067276227588064,8.504886384471481,7.917926648676953,7.174953205363209,7.38970590628682,8.436298276384226,14.299821811608732,9.406316286727193,11.999421567850579,8.523116460868252,7.667696857497033,7.441646411947128,9.260075242531823,6.301106626906562,12.925697629349711,11.74654323921135
Maryland,7.649038456671387,8.847149345424379,8.016616392105723,8.686395378563363,6.232309109543089,6.35856546371583,15.037527733489668,6.253849714070667,7.567905202094938,9.96222414780577,11.473770601120941,15.730672828950288,8.807331337406175,5.561711600187709,5.629139202223276,8.6057491680005,17.26733700059754,8.919134874979052,12.725300281017448,8.561383705191803,0.0,8.625022387376205,11.528126845358912,8.65666135249737,7.459794669509706,8.808163960399709,9.642568594405244,7.716144918673042,6.6495675859525365,7.205679329872739,6.182843564479598,6.3777738177888255,7.065965612906988,9.956972093964627,12.26963692740359,8.700224070182951,9.385709141221575,6.73979391037222,5.760971500520173,5.7748951672542805,8.562089022687019,9.544713948832161,10.006455554669765,11.296232636714585,8.719017241669725,10.259458917848413,5.307535357528667,11.869593351433714,6.866809135114283,8.836563595608032,10.82776003246442
Massachusetts,12.342319682063657,11.779712042449646,11.624845757909915,11.074272814445742,10.5977407079006,9.236922185875379,13.791856803530454,8.25912917438919,8.763039783951983,14.770750716430165,14.070174517308542,19.196862618794412,11.218743571264213,9.170839823916037,9.496968365174789,12.069774605803449,17.185817893143113,9.21334173652727,14.447011602411617,9.030778286315119,8.625022387376205,0.0,12.178245415824753,11.433849760544302,12.198998101039953,12.445137168605713,11.99325421937629,10.43179793455497,10.99259650214611,8.166016797860204,8.30696788493499,10.06050055553005,8.569520870507034,10.753243286868248,15.625836519132275,10.151134085242358,10.937214121264821,10.37350667193086,8.715657129038505,8.294649180161453,11.707534417148835,12.333538624185646,11.148560230316987,14.181086017132968,10.661608032661615,9.675026556917357,8.80557897356579,11.72523820080071,9.807373523815228,12.220093379285759,12.04622723841232
Michigan,11.697273716493621,10.183530043939111,12.073639221017558,12.190507612713775,12.107248451957496,10.47520230555856,10.997418631298467,10.935817694422266,12.682352791032239,14.454995327400534,14.711546910268057,19.383971488907157,10.109336447833078,10.56437688411876,10.844080919602707,10.154362577581116,13.59221139542068,10.324011899023692,12.671839615534385,11.366064949583244,11.528126845358912,12.178245415824753,0.0,9.992045243672301,12.93653906703705,11.374730264892555,9.651680443741368,10.192448574786852,11.241935158454142,10.030650780481857,12.605536704107152,10.792439763405152,15.055909534811716,11.54690096052108,10.783735832677403,9.056511658768343,11.276589381338663,10.4817532963066,10.371990975089858,10.175356265406817,13.401032397741906,9.442480968945338,9.908575007195088,14.385004759428922,10.15597746409051,13.37397887760658,13.075835838773214,10.65634501744348,10.939412432943447,9.983433357493452,8.690372690016797
Minnesota,9.266786044860128,7.126747282868232,11.16144831811106,11.03789606799782,8.957968265886189,5.12831598770144,15.21100434572471,8.496845741670294,11.660471726875718,13.8869264378301,14.807844820857095,18.327235588690797,8.093216141274496,5.553142849011081,6.1944195387253576,6.046375397199055,16.17178073675808,10.908921081564444,14.592503188323699,12.201226222053025,8.65666135249737,11.433849760544302,9.992045243672301,0.0,10.508689884404843,8.173380441705042,6.441868981269834,5.905331379027656,7.643567765079694,9.234800729719494,11.535791258280764,5.867642527308383,15.272437813008198,12.977490498738435,5.4044399793199664,7.94889217941813,10.38925182003372,7.024148998166772,6.276721060910776,7.50887398556664,13.785326854575555,5.631257033785376,9.374650684959233,14.732678533088338,8.728520837607515,13.78708620262233,12.65541924493144,12.438333689820867,7.9969444997363315,6.358979913729904,7.750758244398895
Mississippi,6.636651436711041,9.292011408303756,7.8776918076688505,7.269850983455036,7.926594612598924,9.161761224462737,15.77749686581709,7.924733797326861,11.210789314858838,8.153105778466172,11.038173561807373,11.689148471868467,7.522414985568873,8.931638870958306,8.384107649225912,9.791881032662873,16.39380407259201,9.378827818369043,11.76396090445423,10.981458763965911,7.459794669509706,12.198998101039953,12.93653906703705,10.508689884404843,0.0,7.632451949792557,9.50000734350772,9.398807192864114,6.1796073352116405,10.560346175702886,12.637670001339794,8.437421458953013,14.372267873131111,10.511780057145122,12.904471653084885,10.747147237205228,8.476757525544672,7.378833036851389,9.429417779155846,8.815172590409606,7.72583058181253,11.030913071038217,9.991924577586623,10.21348861416246,9.564113758221769,12.72535458329294,7.0865477295236685,11.866245295531513,7.674718651704879,9.840833184195203,11.85783838851057
