model,mitjana_MAE,mitjana_MSE,mitjana_R2,millor_MAE,millor_MSE,millor_R2,pitjor_MAE,pitjor_MSE,pitjor_R2
deathIncrease_cluster1,1.7895009116132363,4.679286115934843,-2.0871035693832853,1.3522139232412154,2.635755916909347,0.13898640047627964,2.2267878999852573,6.72281631496034,-4.31319353924285
deathIncrease_cluster10,45.55498658544184,2283.032428105938,-14.058449475522274,34.99147060301316,1328.234691973774,-11.66708834307414,56.11850256787052,3237.8301642381016,-16.44981060797041
deathIncrease_cluster11,40.74597678769258,2150.9679747208625,-2.6092242423761274,37.545742948757365,1877.1792924149427,-2.3389641835462536,43.34641604594243,2312.935700700977,-3.016651876040113
deathIncrease_cluster12,7.633625968213453,81.58875507902198,-2.472732709429505,4.925714167333489,37.90323689960559,-0.7042207704165193,9.618432070143358,135.08558106730126,-5.55771039860938
deathIncrease_cluster13,1.729979074606695,3.661098085707495,-4.276288417637273,1.729979074606695,3.661098085707495,-4.276288417637273,1.729979074606695,3.661098085707495,-4.276288417637273
deathIncrease_cluster14,3.466041830530419,13.943894786698532,-20.13630499893056,2.846224891115387,9.003605636647112,-4.507886981552069,4.0858587699454505,18.884183936749952,-35.76472301630905
deathIncrease_cluster15,4.020780110028154,26.62608743122383,0.23059316210995195,3.173573954703552,18.550456069901795,0.2354387496246637,4.867986265352755,34.70171879254587,0.2257475745952402
deathIncrease_cluster16,27.137484088828142,916.1355222332209,-5.4766392166096365,18.24096318401986,478.2786218107379,-0.5167920731359321,42.592474218311395,1856.1201283546277,-14.034246152800968
deathIncrease_cluster17,47.24865546610724,2522.573385342466,-76.12972329750406,33.46601800908995,1136.833442532242,-27.798098207440873,61.031292923124525,3908.31332815269,-124.46134838756724
deathIncrease_cluster18,5.724359308051376,60.10284226356697,-6.218543988653023,3.659062862481435,29.058217683020427,0.42284009700238157,8.154704046002601,107.98410660208619,-25.36764197162965
deathIncrease_cluster19,7.033908814920552,95.63842794309205,-1.2634357466515607,3.618906511562242,18.567553954534294,-0.6965768851744891,11.542004245390988,223.39416455399603,-1.7403919993137955
deathIncrease_cluster2,56.07719313554936,5947.148318885008,0.3428328282780181,56.07719313554936,5947.148318885008,0.3428328282780181,56.07719313554936,5947.148318885008,0.3428328282780181
deathIncrease_cluster20,60.18508175108113,7152.076491301685,-1.0732150740728283,29.505168195924774,1486.6856380977945,0.20079433607469088,89.461951364871,18117.322739515526,-3.850584882412292
deathIncrease_cluster21,140.1257585623331,24748.21746687928,-69.31787144546189,103.38453840275504,10830.942482550183,-0.1937613762209187,176.86697872191115,38665.492451208374,-138.44198151470286
deathIncrease_cluster22,17.79073934407707,457.57200651258796,-0.4239910247937151,14.49921094227206,339.3217850548808,0.2782267985896354,22.058916498698665,684.0257632092844,-0.929384204308942
deathIncrease_cluster3,4.110050500597281,18.18243862619791,-0.22718938386184195,4.110050500597281,18.18243862619791,-0.22718938386184195,4.110050500597281,18.18243862619791,-0.22718938386184195
deathIncrease_cluster4,2.44629820585483,7.7487570903695,-2.6508567060394754,2.44629820585483,7.7487570903695,-2.6508567060394754,2.44629820585483,7.7487570903695,-2.6508567060394754
deathIncrease_cluster5,236.54825155348752,59261.06632385145,-11.25642516405842,236.54825155348752,59261.06632385145,-11.25642516405842,236.54825155348752,59261.06632385145,-11.25642516405842
deathIncrease_cluster6,22.54186074038594,518.5705934256478,-8.26694350031245,22.54186074038594,518.5705934256478,-8.26694350031245,22.54186074038594,518.5705934256478,-8.26694350031245
deathIncrease_cluster7,13.837256490784636,227.55509288904372,-0.32645723906294855,13.837256490784636,227.55509288904372,-0.32645723906294855,13.837256490784636,227.55509288904372,-0.32645723906294855
deathIncrease_cluster8,11.778071041464477,190.83773559587118,-6.855711333588917,8.228162094756808,149.24241790463762,0.03625744895529215,14.288184291600754,245.254949330304,-13.537960230134866
deathIncrease_cluster9,46.02032490318132,2641.8068002050377,-97.14311440734544,24.145841498596265,848.1131853455512,-0.22235267021389515,60.451917126347745,3885.1423710811637,-346.1706567773371
hospitalizedIncrease_cluster1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster12,96.37779043386037,13859.16174603301,-28.299925320438025,47.6830077637618,4751.944933051337,0.49249062397664434,170.58073317308146,30423.47858712993,-63.600705143733634
hospitalizedIncrease_cluster13,50.614863458337055,3916.2576513611425,-0.6044317245401767,22.064073521892084,562.1726475587949,0.06514424318261891,77.14506819658176,7780.26109677455,-1.6488703941749843
hospitalizedIncrease_cluster14,44.011142628071525,2344.5707153329427,-6.056560759108001,36.253516809170826,1828.2041278251038,-1.2168275739527363,51.768768446972224,2860.9373028407817,-10.896293944263265
hospitalizedIncrease_cluster15,81.85317351799854,7615.991176519135,-9.559674056763642,67.60045726212249,5436.103849597342,-4.892585536902737,105.45358536848948,11542.25224146785,-13.803955861957919
hospitalizedIncrease_cluster16,178.5390760249112,105579.70911040687,-7.809573683099231,60.53447886956982,5050.8976859433105,-0.0005765922057219264,360.92649295800123,296230.9509275915,-22.68363508241361
hospitalizedIncrease_cluster17,18.171217238258524,547.5734175792195,-47.08525933213512,6.007901579149113,59.63008437280479,0.6657659420879165,33.05929604097579,1206.39079704348,-142.4785171241032
hospitalizedIncrease_cluster18,22.528017643259602,833.8642738113865,-0.9831767879177129,14.111630670808763,412.4393976150095,0.4569082424181591,30.944404615710443,1255.2891500077635,-2.423261818253585
hospitalizedIncrease_cluster19,19.358869368986024,830.6550265213943,0.32236198426641366,5.599023595837374,48.98322913529222,0.7862675594566558,32.2236985955683,2004.192041146438,-0.16310266025742548
hospitalizedIncrease_cluster2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster20,12.521645708461731,279.72067505142314,-2.8160236015823488,4.8620222019285295,40.463837283241226,-1.1244693507235297,20.181269214994934,518.9775128196051,-4.507577852441168
hospitalizedIncrease_cluster21,7.905951474138832,70.02041934705643,-2.9077454988676132,7.905951474138832,70.02041934705643,-2.9077454988676132,7.905951474138832,70.02041934705643,-2.9077454988676132
hospitalizedIncrease_cluster22,28.986905209365148,1378.5373402272828,-1.974197684365432,25.70527297565106,947.3758027472783,0.0,32.26853744307923,1809.6988777072875,-3.948395368730864
hospitalizedIncrease_cluster23,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster24,2.7266602642609,15.739661525396288,0.0,2.722016234680855,15.736586846439865,0.0,2.7313042938409446,15.742736204352711,0.0
hospitalizedIncrease_cluster25,17.25136615054379,601.9418582454755,-0.18645016307434847,17.25136615054379,601.9418582454755,-0.18645016307434847,17.25136615054379,601.9418582454755,-0.18645016307434847
hospitalizedIncrease_cluster3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster5,36.756312304880126,3453.039763609023,-0.2533255438284605,36.756312304880126,3453.039763609023,-0.2533255438284605,36.756312304880126,3453.039763609023,-0.2533255438284605
hospitalizedIncrease_cluster6,5.3029633194137045,29.41344994213401,-26.716520137780126,5.3029633194137045,29.41344994213401,-26.716520137780126,5.3029633194137045,29.41344994213401,-26.716520137780126
hospitalizedIncrease_cluster7,7.300058454096738,70.93104306308449,-4.882735316713977,6.303157505602621,50.58715074268032,-1.9695455897836887,8.503863343076643,95.8739004701591,-8.11312642055638
hospitalizedIncrease_cluster8,2.2605736925430615,7.4907345049430845,-0.9523722911819741,2.2605736925430615,7.4907345049430845,-0.9523722911819741,2.2605736925430615,7.4907345049430845,-0.9523722911819741
hospitalizedIncrease_cluster9,0.38820564469282903,0.3487071298370369,0.0,0.38820564469282903,0.3487071298370369,0.0,0.38820564469282903,0.3487071298370369,0.0
positiveIncrease_cluster1,200.1937192699717,42427.44843936218,-24.582422078884683,176.33826233821696,32179.195906626785,-15.546845575510815,224.04917620172643,52675.70097209758,-33.61799858225855
positiveIncrease_cluster10,366.4914053328685,176535.76550499696,-8.64118355653204,190.34751675708668,46350.32085447446,-0.8622276887967992,603.5335882775579,369606.892017703,-14.951031806407142
positiveIncrease_cluster11,472.56527597417886,411315.71152821375,-0.5594068162399162,221.42964249835018,75459.73190402759,0.06210923902919907,833.6866844302058,932766.8333489837,-2.058542929551423
positiveIncrease_cluster12,847.891464322516,901187.4288157047,-42.02305509482514,536.7512789819535,304595.9019204268,-6.546140726120493,1159.0316496630783,1497778.9557109824,-77.49996946352978
positiveIncrease_cluster13,2117.8235893242377,5025404.105193725,-11.3652383825011,2036.1470848887768,4338223.124243339,-4.351265458215423,2199.5000937596983,5712585.086144111,-18.37921130678678
positiveIncrease_cluster14,185.71249515397645,50076.44414396889,-1.3710509711519603,121.54052605142984,19520.31118958691,0.1438896097122302,254.0485347577895,80791.5917941129,-3.94399661072105
positiveIncrease_cluster15,827.0655374900008,948029.0188443108,-13.365191691726473,372.015760757768,194113.3986692108,0.1981982108338547,1480.1284294979591,2313825.007941156,-59.381069283129506
positiveIncrease_cluster16,135.1485859175428,21395.90778472519,-14.299902212468924,91.46428660998689,9551.84848614803,-6.469288816527616,178.83288522509866,33239.96708330235,-22.13051560841023
positiveIncrease_cluster17,538.4280883770425,464019.7194102378,-393.99853429168394,104.67198825536408,16703.48069446346,0.4965532159450996,1063.5276576464719,1139671.8981218075,-1175.7515805792434
positiveIncrease_cluster18,257.23989351313,87762.45172521872,-21.53646302244187,90.7100290754973,10252.577913361685,-0.3236940756488951,393.43491743566034,158498.06489250975,-54.970057507444345
positiveIncrease_cluster19,1421.2981375084087,2548092.7213260317,-92.24432645404909,708.3573464878965,604010.3214135456,-0.5244704711743069,2070.4816003571186,4487112.201983665,-349.4110807619143
positiveIncrease_cluster2,8381.929540235184,71328716.24634919,-18.704707791752043,8381.929540235184,71328716.24634919,-18.704707791752043,8381.929540235184,71328716.24634919,-18.704707791752043
positiveIncrease_cluster20,288.04939956092875,148243.35468554066,-1.4901104805868084,127.74705882505658,33282.36991591036,-1.2801969120225993,448.3517402968009,263204.33945517096,-1.7000240491510175
positiveIncrease_cluster21,492.8133833210433,373938.0594334866,-16.772642027926118,301.6819957679535,117449.8538844809,0.22976214663211136,657.1400089472493,549857.2730091495,-46.09604772860083
positiveIncrease_cluster3,22.703810257888925,807.0102324382252,0.32995287058639955,22.703810257888925,807.0102324382252,0.32995287058639955,22.703810257888925,807.0102324382252,0.32995287058639955
positiveIncrease_cluster4,49.66827788950525,2828.632931754338,-2.944757902321339,49.66827788950525,2828.632931754338,-2.944757902321339,49.66827788950525,2828.632931754338,-2.944757902321339
positiveIncrease_cluster5,113.02280139613215,14321.315786653564,-5.777520509426546,113.02280139613215,14321.315786653564,-5.777520509426546,113.02280139613215,14321.315786653564,-5.777520509426546
positiveIncrease_cluster6,718.5292772414209,645593.4615495292,-18.26306919911708,678.8282820698006,590175.8086387442,-3.4188916704330605,758.2302724130413,701011.1144603143,-33.1072467278011
positiveIncrease_cluster7,2611.4342780346296,7885617.787075518,-65.2471015473228,2357.5904427424225,7447810.45851433,-1.7522153718630729,2865.278113326837,8323425.115636706,-128.74198772278254
positiveIncrease_cluster8,388.66463946987915,186754.8878264109,-3.525667156355593,388.66463946987915,186754.8878264109,-3.525667156355593,388.66463946987915,186754.8878264109,-3.525667156355593
positiveIncrease_cluster9,10690.108002717345,114402330.77807105,-261.28363693029036,10690.108002717345,114402330.77807105,-261.28363693029036,10690.108002717345,114402330.77807105,-261.28363693029036
